num,humanized,machine
781,18 Oct 1996,1996-10-18
782,Sunday July 27 1997,1997-07-27
783,14 01 21,2021-01-14
784,11 Oct 2009,2009-10-11
785,Tuesday October 5 1976,1976-10-05
786,21 Feb 1972,1972-02-21
787,Sunday June 3 1979,1979-06-03
788,26.02.84,1984-02-26
789,04 Oct 2000,2000-10-04
790,Friday April 10 2009,2009-04-10
791,April 8 1990,1990-04-08
792,Friday July 16 2004,2004-07-16
793,July 19 1996,1996-07-19
794,Saturday May 11 1991,1991-05-11
795,Thursday April 22 2021,2021-04-22
796,18 June 2018,2018-06-18
797,17 October 2016,2016-10-17
798,Wednesday October 27 1971,1971-10-27
799,Wednesday November 3 1999,1999-11-03
800,Saturday January 24 1970,1970-01-24
801,Friday December 30 2011,2011-12-30
802,9 February 2015,2015-02-09
803,July 20 1982,1982-07-20
804,Wednesday December 19 1979,1979-12-19
805,Tuesday August 10 1993,1993-08-10
806,12 Dec 1985,1985-12-12
807,18 October 1996,1996-10-18
808,Sunday February 2 1975,1975-02-02
809,Thursday April 8 1976,1976-04-08
810,11 September 2018,2018-09-11
811,14 January 1999,1999-01-14
812,April 21 2004,2004-04-21
813,23 April 1988,1988-04-23
814,1/16/78,1978-01-16
815,30 Aug 2021,2021-08-30
816,Saturday April 17 2004,2004-04-17
817,07 Jul 1988,1988-07-07
818,25 07 13,2013-07-25
819,Tuesday September 22 1981,1981-09-22
820,November 12 2004,2004-11-12
821,30 May 2000,2000-05-30
822,Tuesday April 14 1970,1970-04-14
823,Monday September 5 1983,1983-09-05
824,Monday June 19 2006,2006-06-19
825,January 15 1997,1997-01-15
826,June 19 1970,1970-06-19
827,Saturday June 16 1973,1973-06-16
828,December 15 2011,2011-12-15
829,28 August 2018,2018-08-28
830,17 11 88,1988-11-17
831,20 Jul 2018,2018-07-20
832,07 Jan 1987,1987-01-07
833,Sunday June 5 2005,2005-06-05
834,March 8 2022,2022-03-08
835,Tuesday March 20 2018,2018-03-20
836,Saturday May 31 1986,1986-05-31
837,27 January 1992,1992-01-27
838,Tuesday March 5 2013,2013-03-05
839,Thursday January 27 1994,1994-01-27
840,20 September 2017,2017-09-20
841,2/10/11,2011-02-10
842,Wednesday July 29 1998,1998-07-29
843,26.03.07,2007-03-26
844,October 14 1976,1976-10-14
845,November 5 1972,1972-11-05
846,Sunday October 30 1988,1988-10-30
847,Thursday October 9 2003,2003-10-09
848,29 June 1998,1998-06-29
849,Thursday May 18 1978,1978-05-18
850,30 September 2021,2021-09-30
851,26 Nov 2014,2014-11-26
852,2/4/19,2019-02-04
853,February 14 1975,1975-02-14
854,July 5 2006,2006-07-05
855,Wednesday June 11 1980,1980-06-11
856,1 May 2006,2006-05-01
857,Friday February 2 2018,2018-02-02
858,Tuesday June 8 2021,2021-06-08
859,14 Jan 1982,1982-01-14
860,Saturday October 9 1999,1999-10-09
861,Sunday December 8 1996,1996-12-08
862,February 4 1984,1984-02-04
863,8 October 1974,1974-10-08
864,30 Dec 2020,2020-12-30
865,October 16 2004,2004-10-16
866,10 04 76,1976-04-10
867,Saturday March 26 2011,2011-03-26
868,Saturday June 19 1971,1971-06-19
869,5/16/93,1993-05-16
870,April 25 2001,2001-04-25
871,Sunday December 6 1998,1998-12-06
872,Saturday August 10 2002,2002-08-10
873,Saturday March 13 2004,2004-03-13
874,Wednesday November 9 1977,1977-11-09
875,Monday May 5 1975,1975-05-05
876,Sunday August 26 1984,1984-08-26
877,May 13 2004,2004-05-13
878,01 Jan 1991,1991-01-01
879,21 Nov 2000,2000-11-21
880,7 Nov 1987,1987-11-07
881,Sunday April 25 2021,2021-04-25
882,28 Jan 2017,2017-01-28
883,22 February 1983,1983-02-22
884,13 March 1982,1982-03-13
885,Tuesday April 7 1998,1998-04-07
886,Tuesday August 16 1983,1983-08-16
887,24 May 1999,1999-05-24
888,31 Jan 2021,2021-01-31
889,19 Feb 1984,1984-02-19
890,3 Feb 2019,2019-02-03
891,13 10 12,2012-10-13
892,19 April 2019,2019-04-19
893,26 September 1985,1985-09-26
894,Monday April 4 2022,2022-04-04
895,17 07 91,1991-07-17
896,Sunday June 7 2015,2015-06-07
897,Wednesday April 7 1976,1976-04-07
898,08 Apr 2008,2008-04-08
899,May 8 1998,1998-05-08
900,10 January 2012,2012-01-10
901,20 Oct 2008,2008-10-20
902,9 Jun 2009,2009-06-09
903,13 Jul 1999,1999-07-13
904,13 Aug 1975,1975-08-13
905,August 23 1996,1996-08-23
906,February 8 1998,1998-02-08
907,25 February 1998,1998-02-25
908,22.11.86,1986-11-22
909,12 June 1988,1988-06-12
910,Sunday April 17 2022,2022-04-17
911,Friday August 3 2007,2007-08-03
912,27 Feb 2009,2009-02-27
913,May 31 1975,1975-05-31
914,7/3/95,1995-07-03
915,19 Jul 2013,2013-07-19
916,March 15 2007,2007-03-15
917,1 September 2006,2006-09-01
918,8/19/10,2010-08-19
919,10/23/07,2007-10-23
920,29 Mar 2016,2016-03-29
921,Thursday July 17 2008,2008-07-17
922,10 Sep 2016,2016-09-10
923,Monday March 8 1976,1976-03-08
924,19 Dec 1990,1990-12-19
925,04 Feb 1986,1986-02-04
926,6 08 76,1976-08-06
927,May 22 1979,1979-05-22
928,October 6 2020,2020-10-06
929,14 Mar 2015,2015-03-14
930,Friday January 28 1972,1972-01-28
931,Tuesday November 8 1988,1988-11-08
932,26 Oct 2017,2017-10-26
933,22 Sep 2001,2001-09-22
934,18 Jan 2000,2000-01-18
935,October 30 1981,1981-10-30
936,Thursday December 8 1994,1994-12-08
937,21 Mar 2007,2007-03-21
938,Monday July 20 1981,1981-07-20
939,4 12 08,2008-12-04
940,20.12.04,2004-12-20
941,02 Feb 1985,1985-02-02
942,Monday January 4 1999,1999-01-04
943,Thursday February 2 2017,2017-02-02
944,Thursday May 12 2011,2011-05-12
945,10 July 1970,1970-07-10
946,26 Jan 1983,1983-01-26
947,18 May 2020,2020-05-18
948,10 August 1970,1970-08-10
949,Monday September 8 1980,1980-09-08
950,Sunday October 6 2013,2013-10-06
951,Thursday December 25 1975,1975-12-25
952,Saturday December 15 2012,2012-12-15
953,23 June 2006,2006-06-23
954,9 August 2020,2020-08-09
955,Sunday July 10 1983,1983-07-10
956,Saturday April 15 1989,1989-04-15
957,March 18 2003,2003-03-18
958,July 3 2014,2014-07-03
959,Sunday May 31 1981,1981-05-31
960,7 January 2019,2019-01-07
961,Aug 13 1992,1992-08-13
962,Friday February 13 2004,2004-02-13
963,17 Apr 1996,1996-04-17
964,Saturday December 2 2000,2000-12-02
965,August 16 1991,1991-08-16
966,Thursday December 13 2007,2007-12-13
967,12 Jan 1978,1978-01-12
968,18.07.78,1978-07-18
969,Sunday November 3 1991,1991-11-03
970,25 Jan 2005,2005-01-25
971,Thursday May 29 2014,2014-05-29
972,Wednesday August 8 1973,1973-08-08
973,Wednesday October 24 1990,1990-10-24
974,24 Oct 1983,1983-10-24
975,16 Jul 1978,1978-07-16
976,21 August 1999,1999-08-21
977,Wednesday September 9 1998,1998-09-09
978,04 Aug 1974,1974-08-04
979,26 Sep 1978,1978-09-26
980,20 Dec 2002,2002-12-20
981,Wednesday December 5 1979,1979-12-05
982,22 Jan 1988,1988-01-22
983,May 5 2016,2016-05-05
984,16 Dec 1971,1971-12-16
985,June 11 1982,1982-06-11
986,Tuesday February 26 2013,2013-02-26
987,September 5 1993,1993-09-05
988,Saturday October 17 2015,2015-10-17
989,Wednesday July 31 1974,1974-07-31
990,29 Mar 2009,2009-03-29
991,13 August 2018,2018-08-13
992,Tuesday July 8 2008,2008-07-08
993,Monday October 1 1973,1973-10-01
994,6 January 1988,1988-01-06
995,07.09.89,1989-09-07
996,May 14 2013,2013-05-14
997,Jul 12 1980,1980-07-12
998,05 Dec 1986,1986-12-05
999,21 Feb 1993,1993-02-21
1000,5/23/00,2000-05-23
1001,Wednesday April 5 2017,2017-04-05
1002,Monday November 16 1998,1998-11-16
1003,July 26 1972,1972-07-26
1004,2/27/14,2014-02-27
1005,2 Aug 2001,2001-08-02
1006,Tuesday October 5 2010,2010-10-05
1007,January 6 1978,1978-01-06
1008,Tuesday August 5 1980,1980-08-05
1009,March 19 1989,1989-03-19
1010,22 Feb 2015,2015-02-22
1011,23.11.87,1987-11-23
1012,08.10.84,1984-10-08
1013,Sunday June 23 2013,2013-06-23
1014,31 March 1982,1982-03-31
1015,Thursday April 26 1984,1984-04-26
1016,Sep 10 2016,2016-09-10
1017,Sunday November 22 2009,2009-11-22
1018,June 25 2020,2020-06-25
1019,18 May 1989,1989-05-18
1020,20 03 80,1980-03-20
1021,Sunday July 16 1978,1978-07-16
1022,Friday June 29 1973,1973-06-29
1023,11/12/97,1997-11-12
1024,Saturday September 11 1999,1999-09-11
1025,Tuesday April 1 2003,2003-04-01
1026,Monday January 17 2000,2000-01-17
1027,August 19 2008,2008-08-19
1028,01.04.16,2016-04-01
1029,Sunday August 20 1995,1995-08-20
1030,September 10 1996,1996-09-10
1031,12 September 2014,2014-09-12
1032,24 June 1984,1984-06-24
1033,Wednesday June 24 1987,1987-06-24
1034,Oct 5 1976,1976-10-05
1035,Sunday January 5 1986,1986-01-05
1036,07 Apr 2013,2013-04-07
1037,17 09 89,1989-09-17
1038,20 Jul 1991,1991-07-20
1039,11 June 2015,2015-06-11
1040,6/5/85,1985-06-05
1041,9 August 1979,1979-08-09
1042,4 05 96,1996-05-04
1043,6/20/70,1970-06-20
1044,Jun 10 1985,1985-06-10
1045,August 5 1996,1996-08-05
1046,15 10 90,1990-10-15
1047,Sunday November 1 2015,2015-11-01
1048,April 25 2002,2002-04-25
1049,17 Apr 1984,1984-04-17
1050,14 Jan 2019,2019-01-14
1051,8/7/89,1989-08-07
1052,19 10 74,1974-10-19
1053,30 August 2006,2006-08-30
1054,November 23 2016,2016-11-23
1055,15 March 1998,1998-03-15
1056,August 26 2018,2018-08-26
1057,Sunday March 31 1985,1985-03-31
1058,Friday February 1 2019,2019-02-01
1059,9 02 84,1984-02-09
1060,23 August 2005,2005-08-23
1061,Sunday August 5 1979,1979-08-05
1062,Sunday October 22 1995,1995-10-22
1063,2/2/85,1985-02-02
1064,Thursday March 31 1977,1977-03-31
1065,28 Mar 1971,1971-03-28
1066,21 July 2000,2000-07-21
1067,27 May 1990,1990-05-27
1068,21 July 2002,2002-07-21
1069,4 March 1984,1984-03-04
1070,Monday December 1 1986,1986-12-01
1071,14 Sep 2009,2009-09-14
1072,Thursday March 22 2012,2012-03-22
1073,9 May 2009,2009-05-09
1074,Thursday September 6 1984,1984-09-06
1075,24 August 1970,1970-08-24
1076,Sunday September 13 2015,2015-09-13
1077,Sunday September 20 1970,1970-09-20
1078,Feb 5 1990,1990-02-05
1079,28 Jan 1998,1998-01-28
1080,28 August 2008,2008-08-28
1081,Sunday August 4 1974,1974-08-04
1082,August 6 2002,2002-08-06
1083,16 October 1971,1971-10-16
1084,14 May 2003,2003-05-14
1085,Tuesday September 19 2017,2017-09-19
1086,Friday January 21 1977,1977-01-21
1087,Friday July 8 1988,1988-07-08
1088,1/9/74,1974-01-09
1089,Monday February 24 2020,2020-02-24
1090,9 05 87,1987-05-09
1091,Wednesday January 15 1975,1975-01-15
1092,17 07 19,2019-07-17
1093,Saturday June 13 2015,2015-06-13
1094,Thursday November 23 1972,1972-11-23
1095,Sunday February 4 2018,2018-02-04
1096,30 01 72,1972-01-30
1097,Sunday November 5 1989,1989-11-05
1098,18 09 76,1976-09-18
1099,22 October 2019,2019-10-22
1100,24 Mar 1978,1978-03-24
1101,May 2 1975,1975-05-02
1102,Thursday March 17 2022,2022-03-17
1103,4 Nov 2001,2001-11-04
1104,Sunday June 21 1992,1992-06-21
1105,2/7/88,1988-02-07
1106,Thursday March 4 1976,1976-03-04
1107,1/12/04,2004-01-12
1108,13.03.95,1995-03-13
1109,5 May 2011,2011-05-05
1110,14 Dec 2008,2008-12-14
1111,Thursday February 11 2021,2021-02-11
1112,04.06.17,2017-06-04
1113,Thursday July 16 1970,1970-07-16
1114,Tuesday September 29 2020,2020-09-29
1115,4 Feb 2017,2017-02-04
1116,Friday May 18 2012,2012-05-18
1117,25 Nov 2008,2008-11-25
1118,14 01 78,1978-01-14
1119,Sunday November 28 1999,1999-11-28
1120,11 December 1988,1988-12-11
1121,12/7/09,2009-12-07
1122,3 October 1974,1974-10-03
1123,Monday September 22 1986,1986-09-22
1124,Wednesday July 24 1996,1996-07-24
1125,24.10.83,1983-10-24
1126,27 Oct 2012,2012-10-27
1127,24 July 1976,1976-07-24
1128,Friday May 22 2015,2015-05-22
1129,2 Dec 2020,2020-12-02
1130,15 Jul 1977,1977-07-15
1131,Tuesday April 15 2014,2014-04-15
1132,2 Mar 1979,1979-03-02
1133,10.04.20,2020-04-10
1134,Sunday January 4 1976,1976-01-04
1135,10/8/73,1973-10-08
1136,10/15/06,2006-10-15
1137,11 Feb 1996,1996-02-11
1138,Thursday April 3 1980,1980-04-03
1139,8/27/73,1973-08-27
1140,04 Apr 2021,2021-04-04
1141,Thursday November 29 2001,2001-11-29
1142,October 3 1972,1972-10-03
1143,Sunday July 13 2014,2014-07-13
1144,03 Jan 2015,2016-01-03
1145,Wednesday February 24 1993,1993-02-24
1146,18 Aug 1971,1971-08-18
1147,Tuesday March 28 2000,2000-03-28
1148,30 September 1983,1983-09-30
1149,December 14 1994,1994-12-14
1150,7/4/70,1970-07-04
1151,Tuesday August 14 2012,2012-08-14
1152,23 Jul 1976,1976-07-23
1153,Monday October 4 2004,2004-10-04
1154,26 Nov 2010,2010-11-26
1155,9/11/02,2002-09-11
1156,27 August 2007,2007-08-27
1157,Tuesday November 15 2005,2005-11-15
1158,Wednesday November 4 1987,1987-11-04
1159,Tuesday June 5 1984,1984-06-05
1160,23.02.95,1995-02-23
1161,19 April 1982,1982-04-19
1162,11 Sep 1997,1997-09-11
1163,February 2 1988,1988-02-02
1164,June 13 1974,1974-06-13
1165,Wednesday October 30 1991,1991-10-30
1166,Tuesday April 6 1993,1993-04-06
1167,April 22 2016,2016-04-22
1168,9 Apr 2018,2018-04-09
1169,6 March 2004,2004-03-06
1170,May 29 1993,1993-05-29
1171,1/11/91,1991-01-11
1172,Tuesday December 13 1983,1983-12-13
1173,Tuesday September 25 2018,2018-09-25
1174,Mar 7 2011,2011-03-07
1175,1/13/79,1979-01-13
1176,Thursday May 13 2010,2010-05-13
1177,Friday July 1 2016,2016-07-01
1178,Thursday October 22 1970,1970-10-22
1179,16 02 06,2006-02-16
1180,Saturday June 12 1976,1976-06-12
1181,Friday March 21 2014,2014-03-21
1182,July 10 2019,2019-07-10
1183,12 02 09,2009-02-12
1184,Friday May 4 2007,2007-05-04
1185,25 Aug 1999,1999-08-25
1186,Tuesday May 13 2008,2008-05-13
1187,Saturday August 28 1999,1999-08-28
1188,11 November 1993,1993-11-11
1189,Monday November 23 1998,1998-11-23
1190,24 May 1974,1974-05-24
1191,29 Sep 2002,2002-09-29
1192,15 June 1984,1984-06-15
1193,06 Feb 1976,1976-02-06
1194,Saturday August 15 1987,1987-08-15
1195,May 25 1995,1995-05-25
1196,16 January 2003,2003-01-16
1197,15 Mar 1971,1971-03-15
1198,Monday June 19 1978,1978-06-19
1199,18 September 2019,2019-09-18
1200,06 Sep 2016,2016-09-06
1201,December 5 1971,1971-12-05
1202,August 8 2002,2002-08-08
1203,Thursday June 25 1970,1970-06-25
1204,24 May 2021,2021-05-24
1205,Thursday April 25 1974,1974-04-25
1206,03.08.79,1979-08-03
1207,05 Sep 2018,2018-09-05
1208,Friday August 4 1978,1978-08-04
1209,10 12 75,1975-12-10
1210,September 10 2015,2015-09-10
1211,Sep 21 1988,1988-09-21
1212,31 Oct 2005,2005-10-31
1213,Wednesday October 1 2003,2003-10-01
1214,Tuesday September 24 1985,1985-09-24
1215,22 April 2007,2007-04-22
1216,July 7 1995,1995-07-07
1217,Saturday April 13 2019,2019-04-13
1218,11 Feb 2013,2013-02-11
1219,Wednesday June 8 2016,2016-06-08
1220,Tuesday February 20 1979,1979-02-20
1221,4/10/13,2013-04-10
1222,Friday August 17 1984,1984-08-17
1223,21 March 2012,2012-03-21
1224,25 Jul 2022,2022-07-25
1225,15 May 1970,1970-05-15
1226,09 Oct 1985,1985-10-09
1227,June 12 1987,1987-06-12
1228,6 December 2006,2006-12-06
1229,Wednesday December 4 2002,2002-12-04
1230,Saturday July 17 1982,1982-07-17
1231,05.10.14,2014-10-05
1232,May 21 2004,2004-05-21
1233,Wednesday September 4 1996,1996-09-04
1234,27 Jul 2002,2002-07-27
1235,Friday December 3 1982,1982-12-03
1236,17 08 80,1980-08-17
1237,Tuesday August 4 2015,2015-08-04
1238,Thursday April 3 1997,1997-04-03
1239,21 July 1999,1999-07-21
1240,26 Jul 1972,1972-07-26
1241,Tuesday November 19 1996,1996-11-19
1242,Saturday May 15 1982,1982-05-15
1243,Tuesday November 12 1985,1985-11-12
1244,Tuesday June 17 2003,2003-06-17
1245,Monday April 12 1976,1976-04-12
1246,Monday August 28 2006,2006-08-28
1247,14 Sep 2016,2016-09-14
1248,Saturday March 31 2018,2018-03-31
1249,16 April 2003,2003-04-16
1250,7 June 2005,2005-06-07
1251,Thursday November 30 1978,1978-11-30
1252,Saturday April 28 2012,2012-04-28
1253,31 July 1976,1976-07-31
1254,10 11 10,2010-11-10
1255,May 15 1993,1993-05-15
1256,Monday April 19 1999,1999-04-19
1257,28 April 2016,2016-04-28
1258,27 October 1991,1991-10-27
1259,1 Feb 2014,2014-02-01
1260,Sunday January 9 1977,1977-01-09
1261,8/27/76,1976-08-27
1262,27 Nov 1993,1993-11-27
1263,7/14/06,2006-07-14
1264,15 May 1978,1978-05-15
1265,Friday October 13 1989,1989-10-13
1266,13 10 11,2011-10-13
1267,May 5 2014,2014-05-05
1268,Mar 23 2000,2000-03-23
1269,24.10.18,2018-10-24
1270,Saturday July 18 1987,1987-07-18
1271,Saturday June 30 2012,2012-06-30
1272,29.03.81,1981-03-29
1273,Sunday November 18 2007,2007-11-18
1274,Wednesday May 27 1987,1987-05-27
1275,28 Nov 1984,1984-11-28
1276,Monday September 25 1989,1989-09-25
1277,May 6 1993,1993-05-06
1278,Sep 9 1996,1996-09-09
1279,31.05.90,1990-05-31
1280,Thursday June 18 2015,2015-06-18
1281,23 June 1971,1971-06-23
1282,Mar 28 1979,1979-03-28
1283,February 20 1973,1973-02-20
1284,4 January 1994,1994-01-04
1285,November 20 1980,1980-11-20
1286,15 January 2008,2008-01-15
1287,26 May 2005,2005-05-26
1288,01.02.78,1978-02-01
1289,Monday November 29 1993,1993-11-29
1290,Thursday December 2 2004,2004-12-02
1291,Wednesday May 19 1993,1993-05-19
1292,Friday June 14 1974,1974-06-14
1293,17.02.92,1992-02-17
1294,22 April 2011,2011-04-22
1295,June 29 2001,2001-06-29
1296,12 Apr 1991,1991-04-12
1297,Tuesday January 18 2022,2022-01-18
1298,15 June 1989,1989-06-15
1299,8/6/81,1981-08-06
1300,25 Sep 2002,2002-09-25
1301,10 Jul 2011,2011-07-10
1302,1 04 83,1983-04-01
1303,6 Sep 1975,1975-09-06
1304,08.07.01,2001-07-08
1305,Friday July 2 1976,1976-07-02
1306,January 8 2012,2012-01-08
1307,Wednesday March 9 2022,2022-03-09
1308,14 Jul 1991,1991-07-14
1309,Saturday March 25 1995,1995-03-25
1310,Saturday April 20 2013,2013-04-20
1311,18 Dec 1985,1985-12-18
1312,26 Jun 2013,2013-06-26
1313,8 Oct 2009,2009-10-08
1314,24 February 2002,2002-02-24
1315,2 May 2022,2022-05-02
1316,Wednesday December 18 1974,1974-12-18
1317,Saturday August 16 2003,2003-08-16
1318,Friday November 21 2014,2014-11-21
1319,Jan 23 1999,1999-01-23
1320,24 May 1991,1991-05-24
1321,29 June 2001,2001-06-29
1322,May 9 2000,2000-05-09
1323,17 02 88,1988-02-17
1324,Saturday September 30 1972,1972-09-30
1325,December 2 2019,2019-12-02
1326,Wednesday May 28 2003,2003-05-28
1327,3 Jan 1997,1997-01-03
1328,Saturday June 30 1979,1979-06-30
1329,2/18/88,1988-02-18
1330,17 July 1988,1988-07-17
1331,Tuesday February 8 1994,1994-02-08
1332,Oct 30 1982,1982-10-30
1333,10.09.99,1999-09-10
1334,Sunday March 29 1981,1981-03-29
1335,October 7 1984,1984-10-07
1336,Thursday September 24 1998,1998-09-24
1337,Sunday July 13 2003,2003-07-13
1338,26 Jun 2021,2021-06-26
1339,November 4 1975,1975-11-04
1340,Saturday December 2 1989,1989-12-02
1341,Nov 29 1993,1993-11-29
1342,Sunday June 10 2001,2001-06-10
1343,13 September 1986,1986-09-13
1344,18 Apr 1984,1984-04-18
1345,5 September 2021,2021-09-05
1346,Friday April 17 1981,1981-04-17
1347,Wednesday July 16 1997,1997-07-16
1348,26.09.15,2015-09-26
1349,Wednesday July 29 2020,2020-07-29
1350,12 November 2015,2015-11-12
1351,24 Dec 2002,2002-12-24
1352,May 18 1983,1983-05-18
1353,16 August 2017,2017-08-16
1354,Tuesday December 9 1980,1980-12-09
1355,Tuesday October 31 1978,1978-10-31
1356,October 5 1989,1989-10-05
1357,Saturday December 26 1998,1998-12-26
1358,April 25 1996,1996-04-25
1359,Friday December 20 2002,2002-12-20
1360,Wednesday August 29 1973,1973-08-29
1361,4/3/72,1972-04-03
1362,9 Mar 1984,1984-03-09
1363,13 Jun 1994,1994-06-13
1364,Monday June 14 2010,2010-06-14
1365,Saturday February 13 1971,1971-02-13
1366,27 03 02,2002-03-27
1367,22.02.04,2004-02-22
1368,Friday March 24 2006,2006-03-24
1369,November 18 1993,1993-11-18
1370,Wednesday March 5 1997,1997-03-05
1371,Tuesday February 13 1996,1996-02-13
1372,Thursday November 21 1974,1974-11-21
1373,Nov 19 2005,2005-11-19
1374,30 Jun 1979,1979-06-30
1375,21 June 1989,1989-06-21
1376,Sunday June 5 2005,2005-06-05
1377,5/18/83,1983-05-18
1378,2 July 2011,2011-07-02
1379,24 December 1972,1972-12-24
1380,2 October 1971,1971-10-02
1381,Friday July 29 1983,1983-07-29
1382,12 January 1992,1992-01-12
1383,Wednesday March 3 2021,2021-03-03
1384,23 Dec 1996,1996-12-23
1385,7 August 1999,1999-08-07
1386,10 Sep 2005,2005-09-10
1387,5 July 1998,1998-07-05
1388,9 12 10,2010-12-09
1389,7 May 2014,2014-05-07
1390,21 May 1975,1975-05-21
1391,24 Aug 1987,1987-08-24
1392,Wednesday July 4 1979,1979-07-04
1393,10 December 1983,1983-12-10
1394,Monday April 21 2014,2014-04-21
1395,13 Aug 2010,2010-08-13
1396,December 11 1975,1975-12-11
1397,May 21 2007,2007-05-21
1398,25 February 2011,2011-02-25
1399,15 September 1971,1971-09-15
1400,October 11 1992,1992-10-11
1401,Saturday September 5 2015,2015-09-05
1402,8 Dec 1983,1983-12-08
1403,Thursday March 5 1970,1970-03-05
1404,October 23 2021,2021-10-23
1405,1/31/18,2018-01-31
1406,Monday August 11 1975,1975-08-11
1407,7/3/12,2012-07-03
1408,Wednesday September 25 1985,1985-09-25
1409,30 04 03,2003-04-30
1410,Saturday June 27 2020,2020-06-27
1411,Saturday October 2 2010,2010-10-02
1412,Sunday November 30 1980,1980-11-30
1413,9 Oct 1982,1982-10-09
1414,Saturday September 7 1985,1985-09-07
1415,Monday July 25 1983,1983-07-25
1416,2 Apr 2009,2009-04-02
1417,Monday August 8 1983,1983-08-08
1418,August 13 1971,1971-08-13
